Day,Time,Room,Batch,Course,Type,Faculty
Monday,16:30-17:30,103,DSAI-2023,Introduction to Systems Thinking,LECTURE,Dr. Jagadeesha R Bhat
Monday,09:00-11:00,103,DSAI-2024,Finance and Accounting,LECTURE,Dr. Anushree Kini
Monday,09:00-10:30,103,DSAI-2024,Problem Solving through Programming,LECTURE,Dr. Manjunath KV
Monday,10:45-12:15,103,DSAI-2024,Data Science and AI Applications,LECTURE,Dr. Abdul Wahid
Monday,11:15-13:15,L108,DSAI-2024,Language and Communication,LAB,Dr. Rajesh
Monday,10:45-12:15,104,ECE-2021,Antennas & Radar Systems,LECTURE,Dr. Somen Bhattacharjee
Monday,11:15-13:15,104,ECE-2021,Image Processing and Computer Vision,LECTURE,Dr. Sibasankar Padhy
Monday,09:00-10:30,104,ECE-2022,Internet of Things,LECTURE,Dr. Prakash Pawar
Monday,10:45-12:15,104,ECE-2022,Happiness and Wellbeing,LECTURE,Dr. Chandrika Kamath
Monday,14:30-16:30,104,ECE-2022,Digital Signal Processing,LECTURE,Dr. Somen Bhattacharjee
Monday,14:30-16:00,104,ECE-2022,Introduction to Algorithms,LECTURE,Dr. Deepak
Monday,16:30-18:00,104,ECE-2022,Advanced Digital Communication System,LECTURE,Dr. Chinmayananda
Monday,09:00-10:30,104,ECE-2023,Electromagnetic Theory,LECTURE,Dr. Somen Bhattacharjee
Monday,09:00-11:00,104,ECE-2023,Microprocessors and Micro-controllers,LECTURE,Dr. Nataraj
Monday,10:45-12:15,104,ECE-2023,Linear Algebra,LECTURE,Dr. Lakshman
Monday,11:15-13:15,104,ECE-2023,Professional Communication,LECTURE,Dr. Chandrika Kamath
Monday,11:45-12:15,104,ECE-2023,Signals and Systems,LECTURE,Dr. Sibasankar Padhy
Monday,14:30-16:30,H109,ECE-2023,Linear Integrated Circuits,LAB,Dr. Prakash Pawar
Monday,09:00-10:30,104,ECE-2024,Physics for ECE,LECTURE,Dr. Aswath
Monday,09:00-11:00,104,ECE-2024,Basic Circuit Theory,LECTURE,Dr. Somen Bhattacharjee
Monday,10:45-12:15,104,ECE-2024,Programming and Data Structures,LECTURE,Dr. Suvadip Hazra
Monday,11:45-12:15,104,ECE-2024,Calculus,LECTURE,Dr. Anand P B
Monday,12:15-13:15,104,ECE-2024,Digital Design,LECTURE,Dr. Jagadeesha R Bhat
Tuesday,09:00-10:30,101,CSE-A-2021,Virtualization and Cloud Computing,LECTURE,Dr. Malay
Tuesday,10:45-12:15,101,CSE-A-2021,Information Retrieval,LECTURE,Dr. Krishendu Ghosh
Tuesday,11:45-12:15,101,CSE-A-2021,Bioinformatics,LECTURE,Dr. Sunil Kumar P V
Tuesday,13:30-15:00,101,CSE-A-2021,Deep Computer Vision,LECTURE,Dr. Dibyajyoti Guha
Tuesday,14:30-16:30,101,CSE-A-2021,Computer Graphics,LECTURE,Dr. Vivekraj
Tuesday,09:00-10:30,101,CSE-A-2022,Graph Theory,LECTURE,Dr. Pavan
Tuesday,11:15-13:15,101,CSE-A-2022,Computer Networks,LECTURE,Dr. C B Akki
Tuesday,13:30-15:00,101,CSE-A-2022,Artificial Intelligence,LECTURE,Dr. Krishendu Ghosh
Tuesday,14:30-16:30,101,CSE-A-2022,Statistics for Computer Science,LECTURE,Dr. Ramesh Athe
Tuesday,14:30-16:00,101,CSE-A-2022,Internet of Things,LECTURE,Dr. Prakash Pawar
Tuesday,09:00-11:00,L106,CSE-A-2023,Design & Analysis of Algorithms,LAB,Dr. Vivekraj
Tuesday,09:00-10:30,101,CSE-A-2023,Probability,LECTURE,Dr. Anand P B
Tuesday,11:15-13:15,101,CSE-A-2023,Object Oriented Programming,LECTURE,Dr. Pramod
Tuesday,15:00-16:30,101,CSE-A-2023,Discrete Mathematics,LECTURE,Dr. Animesh Roy
Tuesday,09:00-10:30,101,CSE-A-2024,Problem Solving through Programming,LECTURE,Dr. Sunil Kumar P V
Tuesday,10:45-12:15,101,CSE-A-2024,English Language and Communication,LECTURE,Dr. Rajesh
Tuesday,11:15-13:15,101,CSE-A-2024,Digital Design,LECTURE,Dr. Jagadeesha R Bhat
Tuesday,16:00-17:30,101,CSE-A-2024,Introduction to Design,LECTURE,Dr. Sandesh
Tuesday,09:00-11:00,102,CSE-B-2021,Information Retrieval,LECTURE,Dr. Krishendu Ghosh
Tuesday,09:00-10:30,102,CSE-B-2021,Computer Graphics,LECTURE,Dr. Vivekraj
Tuesday,10:45-12:15,102,CSE-B-2021,Deep Computer Vision,LECTURE,Dr. Dibyajyoti Guha
Tuesday,11:15-13:15,102,CSE-B-2021,Bioinformatics,LECTURE,Dr. Sunil Kumar P V
Tuesday,14:30-16:30,102,CSE-B-2021,Virtualization and Cloud Computing,LECTURE,Dr. Malay
Tuesday,10:45-12:15,102,CSE-B-2022,Parallel Computing,LECTURE,Dr. Pramod
Tuesday,11:15-13:15,102,CSE-B-2022,Computer Networks,LECTURE,Dr. Sadhvi
Tuesday,11:45-12:15,102,CSE-B-2022,Artificial Intelligence,LECTURE,Dr. Girish GN
Tuesday,13:30-15:00,102,CSE-B-2022,Statistics for Computer Science,LECTURE,Dr. Sunil C K
Tuesday,09:00-10:30,L107,CSE-B-2023,Computer Architecture,LAB,Dr. Prabhu Prasad B M
Tuesday,09:00-11:00,102,CSE-B-2023,Industrial Social Psychology,LECTURE,Dr. Navyashree
Tuesday,11:15-13:15,102,CSE-B-2023,Design & Analysis of Algorithms,LECTURE,Dr. Dibyajyoti Guha
Tuesday,12:15-13:15,102,CSE-B-2023,Probability,LECTURE,Dr. Anand P B
Tuesday,16:30-18:00,L107,CSE-B-2023,Object Oriented Programming,LAB,Dr. Vivekraj
Tuesday,09:00-11:00,102,CSE-B-2024,Introduction to Design,LECTURE,Dr. Sandesh
Tuesday,09:00-10:30,102,CSE-B-2024,Problem Solving through Programming,LECTURE,Dr. Sunil C K
Tuesday,10:45-12:15,102,CSE-B-2024,Digital Design,LECTURE,Dr. Jagadeesha R Bhat
Tuesday,11:15-13:15,102,CSE-B-2024,English Language and Communication,LECTURE,Dr. Rajesh
Tuesday,11:45-12:15,102,CSE-B-2024,Probability,LECTURE,Dr. Lakshman
Tuesday,10:45-12:15,103,DSAI-2021,Advanced Optimization Technique,LECTURE,Dr. Utkarsh Khaire
Tuesday,11:15-13:15,103,DSAI-2021,Healthcare Data Analytics,LECTURE,Dr. Girish GN
Tuesday,13:30-15:00,103,DSAI-2021,Data Science System,LECTURE,Dr. Animesh Chaturvedi
Tuesday,14:30-16:30,103,DSAI-2021,Introduction to Cybersecurity,LECTURE,Dr. Rajendra Hegadi
Tuesday,09:00-10:30,103,DSAI-2022,Algorithms and Artificial Intelligence,LECTURE,Dr. Krishendu Ghosh
Tuesday,09:00-11:00,L108,DSAI-2022,Visualization and App Development,LAB,Dr. Siddharth R
Tuesday,11:15-13:15,103,DSAI-2022,Graphs and Social Networks,LECTURE,Dr. Utkarsh Khaire
Tuesday,14:30-16:30,103,DSAI-2022,Computer Communication Networks,LECTURE,Dr. C B Akki
Tuesday,14:30-16:00,103,DSAI-2022,Machine Learning,LECTURE,Dr. Sunil Kumar P V
Tuesday,09:00-10:30,103,DSAI-2023,Discrete Mathematics,LECTURE,Dr. Animesh Roy
Tuesday,09:00-11:00,103,DSAI-2023,Introduction to Systems Thinking,LECTURE,Dr. Jagadeesha R Bhat
Tuesday,10:45-12:15,103,DSAI-2023,Object Oriented Programming,LECTURE,Dr. Manjunath KV
Tuesday,12:15-13:15,103,DSAI-2023,Design & Analysis of Algorithms,LECTURE,Dr. Dibyajyoti Guha
Tuesday,09:00-11:00,103,DSAI-2024,Language and Communication,LECTURE,Dr. Rajesh
Tuesday,11:15-13:15,103,DSAI-2024,Mathematics for Data Science,LECTURE,Guest Faculty
Tuesday,12:15-13:15,103,DSAI-2024,Problem Solving through Programming,LECTURE,Dr. Manjunath KV
Tuesday,16:00-17:30,103,DSAI-2024,Data Science and AI Applications,LECTURE,Dr. Abdul Wahid
Tuesday,11:15-13:15,104,ECE-2021,Image Processing and Computer Vision,LECTURE,Dr. Sibasankar Padhy
Tuesday,14:30-16:00,104,ECE-2021,Generative AI,LECTURE,Dr. Nataraj
Tuesday,14:30-16:30,104,ECE-2021,Antennas & Radar Systems,LECTURE,Dr. Somen Bhattacharjee
Tuesday,15:00-16:30,104,ECE-2021,Energy Efficient Neural Networks,LECTURE,Dr. Jagadish D N
Tuesday,09:00-11:00,H109,ECE-2022,Digital Signal Processing,LAB,Dr. Somen Bhattacharjee
Tuesday,09:00-10:30,104,ECE-2022,Advanced Digital Communication System,LECTURE,Dr. Chinmayananda
Tuesday,10:45-12:15,104,ECE-2022,Internet of Things,LECTURE,Dr. Prakash Pawar
Tuesday,11:15-13:15,104,ECE-2022,Happiness and Wellbeing,LECTURE,Dr. Chandrika Kamath
Tuesday,14:30-16:00,104,ECE-2022,Introduction to VLSI Design,LECTURE,Dr. Jagadish D N
Tuesday,09:00-11:00,104,ECE-2023,Linear Algebra,LECTURE,Dr. Lakshman
Tuesday,09:00-10:30,104,ECE-2023,Professional Communication,LECTURE,Dr. Chandrika Kamath
Tuesday,11:45-12:15,104,ECE-2023,Linear Integrated Circuits,LECTURE,Dr. Prakash Pawar
Tuesday,12:15-13:15,104,ECE-2023,Signals and Systems,LECTURE,Dr. Sibasankar Padhy
Tuesday,09:00-11:00,104,ECE-2024,Calculus,LECTURE,Dr. Anand P B
Tuesday,10:45-12:15,104,ECE-2024,Programming and Data Structures,LECTURE,Dr. Suvadip Hazra
Tuesday,11:45-12:15,104,ECE-2024,Physics for ECE,LECTURE,Dr. Aswath
Wednesday,11:15-13:15,101,CSE-A-2021,Information Retrieval,LECTURE,Dr. Krishendu Ghosh
Wednesday,13:30-15:00,101,CSE-A-2021,AI for Cybersecurity,LECTURE,Dr. Abdul Wahid
Wednesday,14:30-16:30,101,CSE-A-2021,Virtualization and Cloud Computing,LECTURE,Dr. Malay
Wednesday,15:00-16:30,101,CSE-A-2021,Bioinformatics,LECTURE,Dr. Sunil Kumar P V
Wednesday,11:45-12:15,101,CSE-A-2022,Statistics for Computer Science,LECTURE,Dr. Ramesh Athe
Wednesday,14:30-16:00,101,CSE-A-2022,Computer Networks,LECTURE,Dr. C B Akki
Wednesday,14:30-16:30,101,CSE-A-2022,Internet of Things,LECTURE,Dr. Prakash Pawar
Wednesday,16:30-17:30,101,CSE-A-2022,Cryptography and Information Security,LECTURE,Dr. Rajendra Hegadi
Wednesday,09:00-10:30,101,CSE-A-2023,Industrial Social Psychology,LECTURE,Dr. Navyashree
Wednesday,10:45-12:15,101,CSE-A-2023,Object Oriented Programming,LECTURE,Dr. Pramod
Wednesday,11:15-13:15,101,CSE-A-2023,Design & Analysis of Algorithms,LECTURE,Dr. Vivekraj
Wednesday,12:15-13:15,101,CSE-A-2023,Computer Architecture,LECTURE,Dr. Prabhu Prasad B M
Wednesday,15:00-16:30,101,CSE-A-2023,Probability,LECTURE,Dr. Anand P B
Wednesday,16:30-17:30,101,CSE-A-2023,Discrete Mathematics,LECTURE,Dr. Animesh Roy
Wednesday,09:00-11:00,101,CSE-A-2024,Probability,LECTURE,Dr. Lakshman
Wednesday,11:45-12:15,101,CSE-A-2024,Problem Solving through Programming,LECTURE,Dr. Sunil Kumar P V
Wednesday,16:30-18:00,101,CSE-A-2024,Digital Design,LECTURE,Dr. Jagadeesha R Bhat
Wednesday,09:00-11:00,102,CSE-B-2021,Deep Computer Vision,LECTURE,Dr. Dibyajyoti Guha
Wednesday,09:00-10:30,102,CSE-B-2021,Computer Graphics,LECTURE,Dr. Vivekraj
Wednesday,10:45-12:15,102,CSE-B-2021,Information Retrieval,LECTURE,Dr. Krishendu Ghosh
Wednesday,11:15-13:15,102,CSE-B-2021,AI for Cybersecurity,LECTURE,Dr. Abdul Wahid
Wednesday,13:30-15:00,102,CSE-B-2021,Bioinformatics,LECTURE,Dr. Sunil Kumar P V
Wednesday,09:00-11:00,102,CSE-B-2022,Computer Networks,LECTURE,Dr. Sadhvi
Wednesday,09:00-10:30,102,CSE-B-2022,Artificial Intelligence,LECTURE,Dr. Girish GN
Wednesday,10:45-12:15,102,CSE-B-2022,Advanced Algorithm Design,LECTURE,Dr. Suvadip Hazra
Wednesday,11:15-13:15,102,CSE-B-2022,Parallel Computing,LECTURE,Dr. Pramod
Wednesday,16:00-17:30,102,CSE-B-2022,Statistics for Computer Science,LECTURE,Dr. Sunil C K
Wednesday,09:00-11:00,102,CSE-B-2023,Industrial Social Psychology,LECTURE,Dr. Navyashree
Wednesday,11:15-13:15,102,CSE-B-2023,Discrete Mathematics,LECTURE,Dr. Sadhvi
Wednesday,11:45-12:15,102,CSE-B-2023,Object Oriented Programming,LECTURE,Dr. Vivekraj
Wednesday,15:00-16:30,102,CSE-B-2023,Design & Analysis of Algorithms,LECTURE,Dr. Dibyajyoti Guha
Wednesday,09:00-11:00,102,CSE-B-2024,Introduction to Design,LECTURE,Dr. Sandesh
Wednesday,10:45-12:15,102,CSE-B-2024,Digital Design,LECTURE,Dr. Jagadeesha R Bhat
Wednesday,11:15-13:15,102,CSE-B-2024,English Language and Communication,LECTURE,Dr. Rajesh
Wednesday,09:00-11:00,103,DSAI-2021,DevOps,LECTURE,Dr. Shirshendu Layek
Wednesday,10:45-12:15,103,DSAI-2021,Healthcare Data Analytics,LECTURE,Dr. Girish GN
Wednesday,11:15-13:15,103,DSAI-2021,Introduction to Cybersecurity,LECTURE,Dr. Rajendra Hegadi
Wednesday,11:45-12:15,103,DSAI-2021,Human-Computer Interaction,LECTURE,Dr. Bharatesh Chakravarthi
Wednesday,09:00-11:00,L108,DSAI-2022,Machine Learning,LAB,Dr. Sunil Kumar P V
Wednesday,14:30-16:30,103,DSAI-2022,Graphs and Social Networks,LECTURE,Dr. Utkarsh Khaire
Wednesday,14:30-16:00,103,DSAI-2022,Visualization and App Development,LECTURE,Dr. Siddharth R
Wednesday,15:00-16:30,103,DSAI-2022,Computer Communication Networks,LECTURE,Dr. C B Akki
Wednesday,16:30-18:00,103,DSAI-2022,Algorithms and Artificial Intelligence,LECTURE,Dr. Krishendu Ghosh
Wednesday,09:00-11:00,103,DSAI-2023,Discrete Mathematics,LECTURE,Dr. Animesh Roy
Wednesday,10:45-12:15,103,DSAI-2023,Design & Analysis of Algorithms,LECTURE,Dr. Dibyajyoti Guha
Wednesday,11:45-12:15,103,DSAI-2023,Object Oriented Programming,LECTURE,Dr. Manjunath KV
Wednesday,12:15-13:15,103,DSAI-2023,Introduction to Systems Thinking,LECTURE,Dr. Jagadeesha R Bhat
Wednesday,15:00-16:30,103,DSAI-2023,Data and Business Analytics,LECTURE,Dr. Sunil C K
Wednesday,09:00-10:30,103,DSAI-2024,Mathematics for Data Science,LECTURE,Guest Faculty
Wednesday,11:15-13:15,L108,DSAI-2024,Problem Solving through Programming,LAB,Dr. Manjunath KV
Wednesday,12:15-13:15,103,DSAI-2024,Finance and Accounting,LECTURE,Dr. Anushree Kini
Wednesday,13:30-15:00,104,ECE-2021,Antennas & Radar Systems,LECTURE,Dr. Somen Bhattacharjee
Wednesday,16:00-17:30,104,ECE-2021,Energy Efficient Neural Networks,LECTURE,Dr. Jagadish D N
Wednesday,16:30-18:00,104,ECE-2021,Generative AI,LECTURE,Dr. Nataraj
Wednesday,16:30-17:30,104,ECE-2021,Image Processing and Computer Vision,LECTURE,Dr. Sibasankar Padhy
Wednesday,10:45-12:15,104,ECE-2022,Introduction to VLSI Design,LECTURE,Dr. Jagadish D N
Wednesday,11:15-13:15,104,ECE-2022,Introduction to Algorithms,LECTURE,Dr. Deepak
Wednesday,14:30-16:30,104,ECE-2022,Digital Signal Processing,LECTURE,Dr. Somen Bhattacharjee
Wednesday,14:30-16:00,104,ECE-2022,Internet of Things,LECTURE,Dr. Prakash Pawar
Wednesday,09:00-10:30,104,ECE-2023,Linear Integrated Circuits,LECTURE,Dr. Prakash Pawar
Wednesday,09:00-11:00,104,ECE-2023,Professional Communication,LECTURE,Dr. Chandrika Kamath
Wednesday,11:15-13:15,104,ECE-2023,Linear Algebra,LECTURE,Dr. Lakshman
Wednesday,12:15-13:15,104,ECE-2023,Signals and Systems,LECTURE,Dr. Sibasankar Padhy
Wednesday,16:00-17:30,104,ECE-2023,Electromagnetic Theory,LECTURE,Dr. Somen Bhattacharjee
Wednesday,16:30-17:30,104,ECE-2023,Microprocessors and Micro-controllers,LECTURE,Dr. Nataraj
Wednesday,09:00-10:30,104,ECE-2024,Programming and Data Structures,LECTURE,Dr. Suvadip Hazra
Wednesday,09:00-11:00,104,ECE-2024,Basic Circuit Theory,LECTURE,Dr. Somen Bhattacharjee
Wednesday,10:45-12:15,104,ECE-2024,Calculus,LECTURE,Dr. Anand P B
Wednesday,11:15-13:15,104,ECE-2024,Physics for ECE,LECTURE,Dr. Aswath
Wednesday,11:45-12:15,104,ECE-2024,Digital Design,LECTURE,Dr. Jagadeesha R Bhat
Thursday,13:30-15:00,101,CSE-A-2021,AI for Cybersecurity,LECTURE,Dr. Abdul Wahid
Thursday,14:30-16:30,101,CSE-A-2021,Deep Computer Vision,LECTURE,Dr. Dibyajyoti Guha
Thursday,14:30-16:00,101,CSE-A-2021,Bioinformatics,LECTURE,Dr. Sunil Kumar P V
Thursday,15:00-16:30,101,CSE-A-2021,Computer Graphics,LECTURE,Dr. Deepak
Thursday,09:00-11:00,101,CSE-A-2022,Computer Networks,LECTURE,Dr. C B Akki
Thursday,11:15-13:15,101,CSE-A-2022,Statistics for Computer Science,LECTURE,Dr. Ramesh Athe
Thursday,11:45-12:15,101,CSE-A-2022,Cryptography and Information Security,LECTURE,Dr. Rajendra Hegadi
Thursday,13:30-15:00,101,CSE-A-2022,Artificial Intelligence,LECTURE,Dr. Krishendu Ghosh
Thursday,15:00-16:30,101,CSE-A-2022,Graph Theory,LECTURE,Dr. Pavan
Thursday,09:00-11:00,L106,CSE-A-2023,Computer Architecture,LAB,Dr. Prabhu Prasad B M
Thursday,10:45-12:15,101,CSE-A-2023,Probability,LECTURE,Dr. Anand P B
Thursday,11:45-12:15,101,CSE-A-2023,Industrial Social Psychology,LECTURE,Dr. Navyashree
Thursday,12:15-13:15,101,CSE-A-2023,Design & Analysis of Algorithms,LECTURE,Dr. Vivekraj
Thursday,15:00-16:30,101,CSE-A-2024,Problem Solving through Programming,LECTURE,Dr. Sunil Kumar P V
Thursday,16:00-17:30,101,CSE-A-2024,English Language and Communication,LECTURE,Dr. Rajesh
Thursday,16:30-18:00,101,CSE-A-2024,Introduction to Design,LECTURE,Dr. Sandesh
Thursday,09:00-10:30,102,CSE-B-2021,Virtualization and Cloud Computing,LECTURE,Dr. Malay
Thursday,09:00-11:00,102,CSE-B-2021,AI for Cybersecurity,LECTURE,Dr. Abdul Wahid
Thursday,10:45-12:15,102,CSE-B-2021,Bioinformatics,LECTURE,Dr. Sunil Kumar P V
Thursday,13:30-15:00,102,CSE-B-2021,Deep Computer Vision,LECTURE,Dr. Dibyajyoti Guha
Thursday,14:30-16:00,102,CSE-B-2021,Information Retrieval,LECTURE,Dr. Krishendu Ghosh
Thursday,09:00-11:00,102,CSE-B-2022,Parallel Computing,LECTURE,Dr. Pramod
Thursday,11:15-13:15,102,CSE-B-2022,Computer Networks,LECTURE,Dr. Sadhvi
Thursday,13:30-15:00,102,CSE-B-2022,Artificial Intelligence,LECTURE,Dr. Girish GN
Thursday,15:00-16:30,102,CSE-B-2022,Statistics for Computer Science,LECTURE,Dr. Sunil C K
Thursday,16:00-17:30,102,CSE-B-2022,Advanced Algorithm Design,LECTURE,Dr. Suvadip Hazra
Thursday,09:00-11:00,102,CSE-B-2023,Object Oriented Programming,LECTURE,Dr. Vivekraj
Thursday,10:45-12:15,L107,CSE-B-2023,Design & Analysis of Algorithms,LAB,Dr. Dibyajyoti Guha
Thursday,11:45-12:15,102,CSE-B-2023,Computer Architecture,LECTURE,Dr. Prabhu Prasad B M
Thursday,12:15-13:15,102,CSE-B-2023,Probability,LECTURE,Dr. Anand P B
Thursday,16:30-18:00,102,CSE-B-2023,Discrete Mathematics,LECTURE,Dr. Sadhvi
Thursday,09:00-11:00,102,CSE-B-2024,Problem Solving through Programming,LECTURE,Dr. Sunil C K
Thursday,11:15-13:15,102,CSE-B-2024,Probability,LECTURE,Dr. Lakshman
Thursday,10:45-12:15,103,DSAI-2021,DevOps,LECTURE,Dr. Shirshendu Layek
Thursday,11:15-13:15,103,DSAI-2021,Healthcare Data Analytics,LECTURE,Dr. Girish GN
Thursday,11:45-12:15,103,DSAI-2021,Human-Computer Interaction,LECTURE,Dr. Bharatesh Chakravarthi
Thursday,13:30-15:00,103,DSAI-2021,Data Science System,LECTURE,Dr. Animesh Chaturvedi
Thursday,16:00-17:30,103,DSAI-2021,Advanced Optimization Technique,LECTURE,Dr. Utkarsh Khaire
Thursday,09:00-10:30,103,DSAI-2022,Algorithms and Artificial Intelligence,LECTURE,Dr. Krishendu Ghosh
Thursday,09:00-11:00,103,DSAI-2022,Machine Learning,LECTURE,Dr. Sunil Kumar P V
Thursday,11:45-12:15,103,DSAI-2022,Visualization and App Development,LECTURE,Dr. Siddharth R
Thursday,14:30-16:30,103,DSAI-2022,Computer Communication Networks,LECTURE,Dr. C B Akki
Thursday,16:30-18:00,103,DSAI-2022,Graphs and Social Networks,LECTURE,Dr. Utkarsh Khaire
Thursday,09:00-10:30,L108,DSAI-2023,Design & Analysis of Algorithms,LAB,Dr. Dibyajyoti Guha
Thursday,10:45-12:15,103,DSAI-2023,Introduction to Systems Thinking,LECTURE,Dr. Jagadeesha R Bhat
Thursday,11:45-12:15,103,DSAI-2023,Discrete Mathematics,LECTURE,Dr. Animesh Roy
Thursday,16:00-17:30,103,DSAI-2023,Ethics,LECTURE,Guest Faculty
Thursday,16:30-17:30,103,DSAI-2023,Data and Business Analytics,LECTURE,Dr. Abdul Wahid
Thursday,16:30-18:00,103,DSAI-2023,Object Oriented Programming,LECTURE,Dr. Manjunath KV
Thursday,10:45-12:15,103,DSAI-2024,Mathematics for Data Science,LECTURE,Guest Faculty
Thursday,15:00-16:30,103,DSAI-2024,Finance and Accounting,LECTURE,Dr. Anushree Kini
Thursday,16:00-17:30,103,DSAI-2024,Problem Solving through Programming,LECTURE,Dr. Manjunath KV
Thursday,11:45-12:15,104,ECE-2021,Generative AI,LECTURE,Dr. Nataraj
Thursday,15:00-16:30,104,ECE-2021,Energy Efficient Neural Networks,LECTURE,Dr. Jagadish D N
Thursday,16:30-18:00,104,ECE-2021,Image Processing and Computer Vision,LECTURE,Dr. Sibasankar Padhy
Thursday,10:45-12:15,104,ECE-2022,Happiness and Wellbeing,LECTURE,Dr. Chandrika Kamath
Thursday,14:30-16:00,104,ECE-2022,Digital Signal Processing,LECTURE,Dr. Somen Bhattacharjee
Thursday,14:30-16:30,104,ECE-2022,Introduction to Algorithms,LECTURE,Dr. Deepak
Thursday,16:30-17:30,104,ECE-2022,Introduction to VLSI Design,LECTURE,Dr. Jagadish D N
Thursday,16:30-18:00,104,ECE-2022,Advanced Digital Communication System,LECTURE,Dr. Chinmayananda
Thursday,09:00-10:30,104,ECE-2023,Linear Integrated Circuits,LECTURE,Dr. Prakash Pawar
